id_cliente,nombre_cliente,producto,cupo_preaprobado,fecha_solicitud
102771,Gonzalo Camilo Castro Rodríguez,Harina P.A.N. Blanca,"$ 35,000,000",05-08-2024
100267,Andrés Silva Díaz,Harina P.A.N. Blanca,5000000 COP,
101471,Alejandro Andrés Jiménez Mejía,Avena Quaker,3000000 COP,30.05.2024
102978,"SAAB MORAN, Alex Nain",Harina Pancho,"$ 4,500,000",19/05/2024
101536,,Dogourmet,"$ 5,000,000",2024-05-20
101707,Laura Juan Martínez Sánchez,Unikat,10000000,09/05/2024
101233,Mohammed Abu Teir,Donkat,35000000,2024-05-17
100466,Andrés Laura Sánchez Mendoza,Harina P.A.N. Amarilla,12500000,
100656,Valentina Arias Mendoza,Harina P.A.N. Blanca,15000000,05-07-2024
103421,Gabriel Pérez Sánchez,Avena Molida,35000000,2024-05-31
101081,,Unikat,1500000,2024/05/06 00:00:00
100389,Natalia Gonzalo Restrepo Sánchez,Harina P.A.N. Blanca,$1500000,05-22-2024
103338,Mariana Claudia Pérez Romero,Donkan,3000000,2024/05/13 00:00:00
100463,Daniela Javier Arias Díaz,Harina Pancho,1500000 COP,2024-05-28
103191,Javier Mariana Vargas Suárez,Donkan,20000000,2024/05/22 00:00:00
101805,Andrés Verónica Sánchez Arias,Harina P.A.N. Blanca,2500000,
101772,Camilo Jorge Jiménez González,,4500000,05-22-2024
103489,Ana Díaz Jaramillo,Unikat,3000000,2024-05-16
101651,Claudia Ortiz Suárez,Avena Quaker,2500000,05-26-2024
101831,"KIM, Jong Un",Donkan,2500000 COP,05-24-2024
100146,HAMAS,Avena en Hojuelas,15000000,03.05.2024
101488,Ricardo Sofía Ospina Jiménez,Harina P.A.N. Blanca,$4500000,05-11-2024
100399,Javier Natalia Valencia Sánchez,Dogourmet,4500000,12.05.2024
103673,Fernando Natalia González López,Harina Pancho,12500000,23.05.2024
100883,Patricia Valentina Sánchez Navarro,Unikat,"$ 4,500,000",04.05.2024
100504,"PURI, Genaro",Unikat,"$ 12,500,000",31/05/2024
103786,Carlos Ana Restrepo Jaramillo,Avena en Hojuelas,"$ 3,000,000",06.05.2024
102693,"AL-ZAZA, Ziad",Avena Molida,,2024/05/17 00:00:00
101854,Gabriel Jiménez Mendoza,Harina Pancho,3000000,2024/05/23 00:00:00
102556,Gonzalo Sofía Castro Morales,Arena Unikat,"$ 5,000,000",05-30-2024
102303,Camila Gonzalo Sánchez Moreno,Unikat,20000000.00,22.05.2024
102141,Juliana Restrepo Gómez,Harina P.A.N. Amarilla,1500000,05-02-2024
101173,Diosdado Cabello Rondon,Dogourmet,5000000,05-02-2024
102523,Juliana Valencia González,Dogourmet,$15000000,05-24-2024
101587,Adriana Fernando Martínez Suárez,Donkat,35000000,2024-05-18
103092,Valentina Mariana Ortiz Romero,Avena Molida,"$ 15,000,000",07.05.2024
103010,Fernando Luis Vargas Vargas,Avena en Hojuelas,2500000,2024-05-14
101910,Santiago Patricia Gómez Jiménez,Arena Unikat,3000000,2024-05-30
103453,"SANCHEZ CEREN, Salvador",Dogourmet,5000000,05-19-2024
102152,"TREVIÑO MORALES, Miguel Angel",Avena Quaker,3000000.00,26/05/2024
102717,,Donkan,7500000,2024/05/07 00:00:00
101825,Javier Carlos Sánchez Moreno,Avena Quaker,35000000.00,2024-05-20
101562,"TREVIÑO MORALES, Miguel Angel",Harina P.A.N. Amarilla,10000000,2024-05-24
100179,Natalia Adriana Valencia Mejía,Avena Quaker sin Gluten,35000000,2024-05-17
102184,"AL-ASSAD, Bashar",Harina P.A.N. Blanca,35000000,05-22-2024
103422,Jong-Un Kim,Harina P.A.N. Amarilla,4500000.00,2024/05/23 00:00:00
101880,Lucía Luis Torres Rodríguez,,7500000,2024-05-03
101589,Luis Jorge Chávez Arias,,35000000,2024-05-11
102870,Juliana García López,Harina P.A.N. Amarilla,7500000 COP,2024-05-04
101618,José Valencia Suárez,Dogourmet,1500000,2024-05-18
102774,Juliana Torres Silva,Arena Unikat,35000000,2024-05-31
102200,Felipe Gómez Navarro,Avena en Hojuelas,2500000,24.05.2024
100753,Sofía Adriana Torres Díaz,Avena Quaker,$20000000,2024-05-07
102751,Ana Diego García Mendoza,Harina P.A.N. Amarilla,5000000,05-24-2024
101167,Paula Gutiérrez González,Avena Molida,2500000 COP,11/05/2024
101754,Ricardo Felipe Romero Hernández,Harina Pancho,1500000,2024-05-26
102783,Lucía Romero Ramírez,Arena Unikat,$7500000,15/05/2024
103517,,Harina Pancho,15000000,2024/05/24 00:00:00
103654,"AL-SHANTI, Jamileh Abdullah",Harina P.A.N. Blanca,15000000.00,05-27-2024
101498,Sofía Patricia Jaramillo Torres,Donkat,$4500000,19.05.2024
102056,Diego José Navarro Romero,Harina P.A.N. Blanca,35000000,31.05.2024
100733,Santiago Andrés Valencia Díaz,Avena Molida,"$ 20,000,000",2024-05-31
100257,Paula Mejía Ortiz,Avena Quaker sin Gluten,7500000,2024-05-22
100163,Natalia Ospina López,Dogourmet,7500000,31/05/2024
101496,Patricia Camila Suárez Suárez,Avena Molida,$35000000,03/05/2024
103246,Jorge Paula Moreno Mejía,Unikat,20000000,2024-05-29
102107,Jamileh Abdullah Al-Shanti,Dogourmet,5000000,2024-05-06
101972,Diana Mateo Jiménez Sánchez,Dogourmet,12500000,2024-05-19
100551,Juan Ramírez Díaz,Dogourmet,15000000,2024-05-19
102116,Diosdado Cabello Rondon,Donkat,20000000 COP,2024-05-21
103552,Fernando Sofía Valencia Jaramillo,Unikat,3000000,
102966,Camila Adriana Chávez Díaz,,7500000 COP,05-20-2024
100541,Ziad Al Zaza,Harina P.A.N. Amarilla,1500000,
103595,Felipe Camila Jaramillo López,Avena en Hojuelas,"$ 15,000,000",03/05/2024
103673,Mohammed Abu Teir,Dogourmet,35000000,14/05/2024
101757,"LUKASHENKO, Aleksandr",Avena Quaker,"$ 12,500,000",13/05/2024
103727,Laura Patricia Jaramillo Ortiz,Harina P.A.N. Amarilla,5000000.00,18/05/2024
102367,Mohammed Abu Teir,Avena en Hojuelas,2500000.00,05-13-2024
102668,Gonzalo Laura Torres Restrepo,Avena Molida,5000000,18/05/2024
102261,Claudia Esteban Morales Arias,Avena en Hojuelas,12500000,05-18-2024
103063,Ricardo Esteban Ramírez Sánchez,Avena Quaker,"$ 12,500,000",2024-05-31
103219,Ziad Al Zaza,Donkan,15000000.00,22.05.2024
103294,Mohammed Abu Teir,Harina P.A.N. Amarilla,3000000,20/05/2024
101518,"SAAB MORAN, Alex Nain",Harina P.A.N. Amarilla,20000000,2024/05/13 00:00:00
102622,Camilo Martínez Vargas,Unikat,12500000,05-28-2024
102760,Fernando Ortiz Díaz,Harina P.A.N. Blanca,7500000,2024/05/01 00:00:00
103193,"GUZMAN LOERA, Joaquin",Donkat,"$ 7,500,000",05-13-2024
103340,Luis Fernando Moreno Moreno,Avena Quaker sin Gluten,4500000.00,07/05/2024
102288,Carlos Arias González,Harina P.A.N. Amarilla,15000000,2024-05-31
102306,,Unikat,"$ 4,500,000",31.05.2024
102595,Juan Patricia García Suárez,Avena Quaker,"$ 35,000,000",
100380,,Donkat,,2024-05-11
100748,Javier Morales Rojas,Arena Unikat,35000000 COP,07/05/2024
103574,Alex Nain Saab Moran,Avena Quaker sin Gluten,4500000,2024-05-27
102514,Felipe Diana Pérez Mejía,Harina P.A.N. Blanca,15000000 COP,28/05/2024
103130,Verónica Claudia Mejía Vargas,Avena en Hojuelas,5000000,05-25-2024
101959,HAMAS,Avena en Hojuelas,1500000.00,2024/05/13 00:00:00
102823,Diego Camilo Ospina Hernández,Harina P.A.N. Blanca,"$ 1,500,000",05-13-2024
101103,Patricia Chávez Gutiérrez,Unikat,20000000,06/05/2024
101495,Rafael Caro-Quintero,Donkat,5000000,2024-05-19
103507,Jorge Claudia Gutiérrez Restrepo,Donkat,4500000,31.05.2024
103658,Carlos Mejía Ramírez,Dogourmet,15000000.00,11.05.2024
100882,Ana Díaz Martínez,Avena Quaker sin Gluten,$12500000,04/05/2024
100081,,Donkat,2500000,
103196,Diosdado Cabello Rondon,Avena Quaker sin Gluten,7500000,17/05/2024
102587,,Harina Pancho,3000000.00,2024-05-30
101407,Esteban Luis Pérez Díaz,Avena Quaker,7500000,10.05.2024
103063,Esteban Valencia Romero,,15000000 COP,2024-05-14
100683,Andrés Patricia Pérez Morales,Donkat,2500000,2024/05/30 00:00:00
101075,Juan Camilo Pérez González,Avena Molida,3000000,2024/05/30 00:00:00
102157,Gabriel Mariana Ramírez Ramírez,Harina Pancho,,2024/05/12 00:00:00
100553,Javier Juliana Rojas Valencia,Arena Unikat,15000000,20/05/2024
101972,Lucía Juliana Silva Moreno,Avena en Hojuelas,$4500000,2024-05-15
101408,Felipe Gómez Ramírez,Avena Quaker sin Gluten,12500000.00,2024/05/23 00:00:00
102445,Javier Restrepo Mendoza,Avena Quaker,1500000.00,07/05/2024
100903,Esteban Suárez Suárez,Avena Quaker sin Gluten,2500000,08/05/2024
100770,Claudia Rojas Arias,Harina P.A.N. Amarilla,3000000,05-04-2024
100079,Claudia Verónica Castro Hernández,Harina Pancho,,2024-05-01
100512,"GUZMAN LOERA, Joaquin",Arena Unikat,"$ 12,500,000",2024-05-08
101400,,Donkat,,2024/05/16 00:00:00
101091,María Torres Martínez,Donkat,2500000.00,2024-05-06
103158,Daniela Diana Gutiérrez Suárez,Unikat,"$ 4,500,000",2024-05-02
102791,Laura Sofía Jaramillo Suárez,Avena Quaker sin Gluten,7500000,2024-05-24
100813,Camilo Jaramillo Silva,Donkan,$1500000,2024/05/07 00:00:00
101329,Jong-Un Kim,Harina P.A.N. Blanca,,2024-05-19
103157,Carlos Javier Torres Romero,Harina P.A.N. Amarilla,4500000,05-03-2024
100515,Ana Torres González,Unikat,4500000,18.05.2024
102967,Mariana Juan Suárez Moreno,Harina Pancho,$5000000,16.05.2024
101325,Juliana Valentina Vargas Moreno,Arena Unikat,12500000,05-27-2024
101211,Santiago Torres Valencia,Avena Quaker sin Gluten,15000000,01.05.2024
102953,Camila Natalia Gutiérrez Hernández,Harina P.A.N. Amarilla,35000000 COP,
101678,Verónica Felipe Mendoza Hernández,Dogourmet,7500000,
100731,"MADURO MOROS, Nicolas",Harina P.A.N. Blanca,,2024-05-07
101500,Daniela Camilo Chávez Martínez,Avena Quaker,,2024/05/01 00:00:00
103644,Bashar Al Assad,,,02/05/2024
103007,Mateo Ana Rojas López,Harina P.A.N. Amarilla,5000000,2024/05/07 00:00:00
102177,"SAAB MORAN, Alex Nain",Donkat,4500000,2024-05-22
102762,Camila Mateo González Moreno,Unikat,35000000,2024-05-04
102067,Ziad Al Zaza,Donkan,35000000,20/05/2024
103130,Gonzalo Gonzalo Romero Arias,Dogourmet,$10000000,05-11-2024
101853,Sofía Chávez Romero,Unikat,10000000,2024/05/02 00:00:00
101230,Camilo Silva Gómez,Avena Quaker,$4500000,01.05.2024
100154,Claudia Adriana Torres González,Unikat,7500000,09/05/2024
102336,Jorge Silva Pérez,Donkat,20000000 COP,2024-05-24
100153,Javier González Silva,Arena Unikat,20000000,2024-05-25
103562,Paula Lucía Arias Sánchez,Avena Quaker,$35000000,2024-05-30
102211,Daniela López Hernández,Avena Molida,3000000,2024-05-23
101825,,Avena Molida,20000000.00,08/05/2024
102340,,Arena Unikat,1500000.00,2024-05-09
101619,Andrés Javier Castro Mejía,Dogourmet,20000000,
102804,Gabriel Restrepo Hernández,Avena Molida,2500000,14/05/2024
100693,Gonzalo Rodríguez Silva,Donkan,$20000000,26/05/2024
103785,Mahmoud Khaled Zahhar,Avena Quaker,"$ 4,500,000",05.05.2024
100056,Diana Gabriel Torres Mendoza,Donkan,2500000,
100834,Tareck Zaidan El Aissami,Avena en Hojuelas,"$ 15,000,000",18/05/2024
101046,Felipe Juan Suárez López,Harina Pancho,1500000,05-26-2024
102704,Diego Carlos García Suárez,Avena Quaker sin Gluten,$35000000,22/05/2024
103552,"ZAMBADA GARCIA, Ismael",Dogourmet,10000000,13/05/2024
100814,Gonzalo Juliana Pérez Vargas,,12500000.00,2024-05-23
101366,Ismael Zambada Garcia,Unikat,"$ 10,000,000",2024-05-01
102563,Ricardo Rojas Martínez,Avena Quaker sin Gluten,$10000000,2024/05/27 00:00:00
102690,,Harina Pancho,"$ 2,500,000",2024/05/17 00:00:00
103726,Jorge Felipe Restrepo Silva,Avena Molida,,2024-05-05
103533,Tareck Zaidan El Aissami,Harina Pancho,"$ 5,000,000",29/05/2024
102687,Nicolas Maduro Moros,Avena Molida,3000000,18/05/2024
103135,Camila Torres Rodríguez,Donkan,10000000 COP,10/05/2024
100538,Claudia Castro González,Harina Pancho,,05-20-2024
100325,Jorge Jorge Rodríguez Moreno,Arena Unikat,12500000,05-28-2024
101940,Natalia Suárez Mejía,Harina Pancho,3000000,02/05/2024
100270,Claudia Jorge Castro Morales,Harina Pancho,$12500000,05-16-2024
101614,Gabriel María Suárez Hernández,Avena Molida,20000000.00,05-17-2024
103595,María Mariana Ospina López,Avena Quaker,15000000.00,2024-05-24
103622,Ana Valencia Navarro,Avena Quaker sin Gluten,5000000,2024-05-14
102959,Camilo Diego Valencia Pérez,Avena en Hojuelas,2500000,2024/05/19 00:00:00
100102,Andrés Hernández Valencia,Harina Pancho,12500000.00,2024/05/23 00:00:00
100373,José Díaz Sánchez,Harina P.A.N. Amarilla,12500000.00,
100179,Adriana Santiago Suárez Suárez,Harina Pancho,7500000.00,2024/05/22 00:00:00
100732,Nicolas Maduro Moros,Arena Unikat,1500000,10.05.2024
100014,Fernando Diana Ramírez Castro,Avena Molida,5000000,2024/05/16 00:00:00
102411,Carlos Verónica Gutiérrez Morales,Dogourmet,12500000,2024-05-15
100757,Gabriel Claudia Morales Martínez,,"$ 1,500,000",2024-05-02
103432,"PURI, Genaro",Avena Molida,5000000,
101865,Camila Mendoza Vargas,Arena Unikat,20000000,2024-05-02
101199,Natalia Luis Restrepo García,Unikat,3000000,2024-05-28
100447,Camilo Morales Martínez,Avena Molida,35000000.00,03/05/2024
103797,Fernando Gonzalo Chávez Moreno,Harina Pancho,20000000.00,17.05.2024
100006,Camila Jorge Mendoza Castro,Harina P.A.N. Amarilla,1500000,2024-05-26
100046,Mateo Alejandro Moreno Morales,Dogourmet,"$ 4,500,000",09.05.2024
101398,Adriana Carlos Sánchez Jiménez,Donkat,20000000.00,01.05.2024
103777,Miguel A. Treviño Morales,Dogourmet,12500000 COP,2024-05-26
102569,,Unikat,$15000000,15.05.2024
100853,Ana Ricardo Hernández Rodríguez,Avena Molida,35000000,2024/05/30 00:00:00
101536,Felipe Rodríguez Jiménez,Dogourmet,$15000000,05-19-2024
103541,China Aerospace Science & Tech Corp,Avena Quaker sin Gluten,"$ 7,500,000",09/05/2024
102150,Gabriel Silva Morales,Avena Quaker sin Gluten,3000000,2024-05-26
101817,Jamileh Abdullah Al-Shanti,Avena en Hojuelas,"$ 1,500,000",29/05/2024
103000,,Avena en Hojuelas,"$ 5,000,000",05.05.2024
102771,"LUKASHENKO, Aleksandr",Harina Pancho,,15/05/2024
101365,Diana López Pérez,,1500000,05-25-2024
100788,Ricardo Sofía Hernández Castro,Avena Quaker sin Gluten,5000000.00,25/05/2024
100645,"MADURO MOROS, Nicolas",Avena Quaker sin Gluten,2500000,05-20-2024
101434,"AL-ASSAD, Bashar",Avena en Hojuelas,7500000,31.05.2024
102214,Gabriel Silva Jiménez,Unikat,1500000,2024/05/16 00:00:00
100220,"AL-ZAZA, Ziad",Harina P.A.N. Amarilla,10000000,05-23-2024
102920,Mariana Ricardo Jiménez Castro,Dogourmet,15000000,30.05.2024
101866,Andrés Ospina González,Avena Quaker sin Gluten,35000000.00,25/05/2024
100588,Alex Nain Saab Moran,Avena Molida,5000000 COP,2024-05-13
100123,Alejandro Gonzalo Ospina Mejía,Harina P.A.N. Amarilla,12500000,16/05/2024
102475,Rafael Caro-Quintero,Avena Molida,3000000.00,13.05.2024
101641,Gonzalo Luis Silva Ospina,Avena Molida,10000000,08/05/2024
103212,Daniela Morales Restrepo,Donkat,"$ 20,000,000",05-18-2024
103028,Jamileh Abdullah Al-Shanti,Arena Unikat,$20000000,05-04-2024
100285,Laura Camila Silva Navarro,Avena Molida,"$ 2,500,000",20.05.2024
103346,Verónica Ana Pérez Morales,,20000000 COP,21.05.2024
100801,Felipe Fernando Suárez Valencia,Avena Quaker,$35000000,05-10-2024
102386,Ricardo Lucía Moreno Pérez,Harina P.A.N. Blanca,20000000 COP,13.05.2024
102880,Ana Martínez Gómez,Avena en Hojuelas,7500000,2024/05/10 00:00:00
102560,Ziad Al Zaza,Donkan,10000000,14/05/2024
103440,Javier Suárez Romero,,3000000,05-28-2024
102655,Jamileh Abdullah Al-Shanti,Harina P.A.N. Blanca,"$ 3,000,000",05-16-2024
103660,Andrés Arias Ospina,Arena Unikat,20000000 COP,2024-05-20
101739,Mariana Ortiz Vargas,Avena Molida,1500000.00,28.05.2024
100155,Claudia Juliana Romero López,Avena Molida,"$ 12,500,000",
102117,José Rojas Ospina,Harina P.A.N. Amarilla,$15000000,2024-05-03
103701,Luis Juliana Silva Martínez,Donkan,"$ 15,000,000",16/05/2024
100144,Alejandro Fernando Mendoza Díaz,Arena Unikat,"$ 20,000,000",24.05.2024
101174,Javier Ana Mendoza Rodríguez,Unikat,2500000,2024/05/03 00:00:00
103036,Andrés Claudia Chávez Gómez,Harina P.A.N. Amarilla,20000000,19.05.2024
100740,Natalia Patricia Gutiérrez Mejía,Avena en Hojuelas,1500000,2024/05/03 00:00:00
102706,Felipe Mateo Suárez Gutiérrez,Unikat,35000000,19.05.2024
101900,Patricia Diana Martínez Díaz,Donkat,12500000,2024/05/24 00:00:00
101075,Jorge Suárez Jaramillo,Harina Pancho,$15000000,2024-05-01
103758,,Avena en Hojuelas,35000000,28/05/2024
101045,Claudia Rojas González,Dogourmet,20000000,05-25-2024
102129,Tareck Zaidan El Aissami,Donkan,"$ 35,000,000",2024-05-06
103406,"ABU TEIR, Mohammed",Harina P.A.N. Amarilla,1500000,2024-05-17
100097,Jorge Patricia Castro López,Avena Molida,2500000,05-20-2024
101539,Diana Diana Pérez Ramírez,,35000000.00,2024-05-31
101037,"CABELLO RONDON, Diosdado",Avena Quaker sin Gluten,"$ 12,500,000",05-03-2024
103197,Claudia Gonzalo Chávez Díaz,Harina P.A.N. Amarilla,"$ 5,000,000",13/05/2024
100284,Patricia Patricia Vargas Valencia,Unikat,4500000.00,05-06-2024
103148,"AL-ASSAD, Bashar",Donkat,4500000.00,2024/05/04 00:00:00
103183,Laura García Chávez,Unikat,$1500000,05-05-2024
102722,,Donkat,5000000,2024/05/11 00:00:00
101654,Adriana Verónica Jaramillo Restrepo,Arena Unikat,2500000.00,01/05/2024
102792,Javier Moreno Jiménez,Avena Quaker sin Gluten,10000000,05-31-2024
102653,Alejandro Ospina Mendoza,Avena Quaker,3000000.00,31/05/2024
103671,Ziad Al Zaza,Harina P.A.N. Amarilla,"$ 35,000,000",2024-05-16
102948,Valentina Castro Rodríguez,Avena Molida,4500000,03.05.2024
101389,Verónica Mariana Rodríguez López,Harina P.A.N. Blanca,"$ 7,500,000",02/05/2024
102777,Aleksandr Lukashenko,Avena en Hojuelas,"$ 3,000,000",2024/05/08 00:00:00
102002,"MADURO MOROS, Nicolas",Dogourmet,1500000,05-30-2024
100058,Nicolas Maduro Moros,Harina Pancho,35000000,10.05.2024
100699,"SANCHEZ CEREN, Salvador",Avena Molida,$2500000,2024-05-04
101381,Jorge Castro Restrepo,Arena Unikat,35000000,2024/05/04 00:00:00
102429,Andrés Morales López,Harina Pancho,7500000,2024-05-09
100546,Natalia Mariana Gutiérrez López,Harina P.A.N. Amarilla,35000000.00,2024-05-25
102894,José Vargas Pérez,,$20000000,05-14-2024
102142,Javier Sofía Torres Rojas,Unikat,10000000,05-06-2024
102937,"CABELLO RONDON, Diosdado",Unikat,20000000 COP,21.05.2024
100481,Mateo Gutiérrez Castro,Avena en Hojuelas,2500000.00,28.05.2024
100793,,Harina P.A.N. Amarilla,"$ 3,000,000",2024/05/31 00:00:00
101167,Santiago María Martínez Romero,Avena Quaker,10000000,20.05.2024
100647,María Martínez Vargas,Harina P.A.N. Blanca,12500000.00,2024/05/03 00:00:00
101335,Gonzalo Gonzalo Ortiz Sánchez,Avena Quaker,2500000,2024/05/14 00:00:00
103647,Jorge Mejía Martínez,Donkat,3000000,20/05/2024
100828,Andrés Valentina Moreno Rojas,Donkan,3000000,2024-05-19
101878,Aleksandr Lukashenko,Donkat,"$ 3,000,000",2024/05/08 00:00:00
103510,Santiago Jorge Pérez Arias,,$12500000,
101015,Claudia Restrepo Gutiérrez,Donkan,10000000.00,2024/05/29 00:00:00
103004,Carlos María López Jaramillo,Avena en Hojuelas,1500000,13/05/2024
102839,Laura Gabriel Pérez Gómez,,10000000 COP,05/05/2024
100065,Jamileh Abdullah Al-Shanti,,35000000,23/05/2024
100757,,Donkan,35000000,2024-05-21
101744,Daniela Alejandro López Mendoza,Avena Quaker sin Gluten,20000000.00,2024-05-26
100454,Alejandro Ana Romero Martínez,Donkat,7500000,02/05/2024
102296,Jamileh Abdullah Al-Shanti,Arena Unikat,4500000,2024-05-11
103020,"KIM, Jong Un",Avena Molida,"$ 4,500,000",2024-05-25
100259,Claudia Lucía Rojas Martínez,Donkan,7500000,17/05/2024
102778,"AL-ASSAD, Bashar",,5000000,12.05.2024
100328,Luis Ospina Pérez,Donkat,3000000,2024-05-31
102855,China Aerospace Science & Tech Corp,Harina Pancho,12500000,07/05/2024
101420,Fernando Juliana Ramírez Jaramillo,Donkat,"$ 12,500,000",2024-05-01
103419,"SAAB MORAN, Alex Nain",Avena en Hojuelas,35000000,
101245,Gonzalo Camilo Valencia Ospina,Avena Molida,$3000000,2024-05-10
100607,Javier Mendoza Martínez,Donkan,5000000,05-06-2024
100746,Ismael Zambada Garcia,Harina Pancho,"$ 35,000,000",2024-05-06
102353,"TREVIÑO MORALES, Miguel Angel",Harina Pancho,12500000,2024-05-06
102211,Gonzalo Felipe Romero Valencia,Harina Pancho,15000000,2024-05-30
103024,Felipe Gonzalo Torres Gómez,Avena en Hojuelas,15000000,2024-05-23
102996,Felipe Mariana Jiménez Sánchez,Unikat,1500000,2024-05-18
103444,"SANCHEZ CEREN, Salvador",Avena Quaker,12500000,2024-05-11
100092,Camilo Rojas Castro,Harina P.A.N. Amarilla,$15000000,05-22-2024
101615,"LUKASHENKO, Aleksandr",Avena Quaker,12500000,20/05/2024
101628,"CARO QUINTERO, Rafael",Harina Pancho,,2024-05-12
103037,Ricardo José Morales Valencia,Donkat,12500000,26.05.2024
100851,Mateo Pérez Torres,Avena Quaker sin Gluten,12500000 COP,2024/05/17 00:00:00
103097,"PURI, Genaro",Donkat,2500000,2024/05/21 00:00:00
103409,Diego Andrés Castro Vargas,Donkat,5000000.00,02.05.2024
103240,Ricardo Diego Ortiz Rodríguez,Harina P.A.N. Blanca,,05-31-2024
102014,Diana Fernando Arias Vargas,Arena Unikat,35000000,
103556,Luis Natalia Jaramillo Restrepo,,"$ 35,000,000",23.05.2024
101309,Juan Santiago Martínez Torres,Unikat,3000000,
102104,Paula Mendoza García,Avena Quaker,35000000,05-04-2024
103573,Miguel A. Treviño Morales,Donkan,"$ 35,000,000",05-09-2024
100560,Laura Paula Torres Gómez,Avena en Hojuelas,5000000,16/05/2024
103406,Santiago Torres Ortiz,Avena Quaker,15000000.00,2024/05/27 00:00:00
103782,Diana Luis Sánchez Ramírez,Harina P.A.N. Blanca,,23/05/2024
100117,Camilo Alejandro Vargas Silva,,2500000,05-28-2024
101740,Ricardo Ramírez Pérez,Arena Unikat,2500000,25/05/2024
100487,Valentina Martínez Jaramillo,Avena Quaker sin Gluten,1500000,2024-05-22
103768,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Avena Molida,4500000.00,2024-05-07
